,text,categorys,polarity
1638,I will never go back to Windows!,[],na
1639,"Never any doubt I would get a MacBook, just wasn't sure which one.",[],na
1640,"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.",[],na
1641,The performance is awesome.,['OPERATION_PERFORMANCE'],positive
1642,I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.,"['GENERAL', 'PRICE']",positive
1643,"With all the goodies inside this machine, it is a value.","['DESIGN_FEATURES', 'GENERAL']",positive
1644,It is very well built.,['QUALITY'],positive
1645,The keyboard is top notch.,['KEYBOARD'],positive
1646,The touch pad is among the best.,['MOUSE'],positive
1647,"The screen is huge and coloful, but no LED backlighting.","['DISPLAY', 'DISPLAY']",mixed
1648,"The video card is great for media, and above average for gaming, but not a gamers first choice.","['GRAPHICS', 'GRAPHICS']",mixed
1649,The problem I had with this unit was unresolvable.,['GENERAL'],negative
1650,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.","['FANS_COOLING', 'FANS_COOLING']",negative
1651,"I realize that not every unit has this issue, but the ones that do cannot be repaired.",[],na
1652,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.","['GRAPHICS', 'GENERAL']",mixed
1653,"Instead of taking another chance on Toshiba, I went with an Asus G73JH-x3.",[],na
1654,"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.",[],na
1655,"For the same price, you get a lot more in the Asus....1920x1080 res./ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...",[],na
1656,"Sorry Toshiba, but 1st impressions do count for something.",['COMPANY'],negative
1657,I got the black MacBook two years ago and have never regretted it.,['GENERAL'],positive
1658,It was a hard decision for me since the MacBook Pro looked so appealing.,[],na
1659,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",[],na
1660,So this was great for me.,['GENERAL'],positive
1661,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,"['OPERATION_PERFORMANCE', 'MEMORY']",positive
1662,Plus it is small and reasonably light so I can take it with me to and from work.,"['DESIGN_FEATURES', 'PORTABILITY']",positive
1663,I also travel with it and it never gives me any problems.,"['PORTABILITY', 'GENERAL']",positive
1664,It was also cheaper than the Pro which made it even more appealing to me.,[],na
1665,"Sadly Apple has discontinued this MacBook, I think it was never super popular since it fell somewhere in between the cheapest white model and the smaller Pros.",[],na
1666,But I am glad to have gotten mine right before they stopped making it.,['GENERAL'],positive
1667,"I look forward to years of use, it has held up well over the years and it fits my needs very well.","['QUALITY', 'GENERAL']",positive
1668,I bought this laptop about a month ago to replace my compaq laptop.,[],na
1669,I paid about the same for my Toshiba as I did for the compaq a few years back.,[],na
1670,The difference is the Toshiba had a lot more memory and hard drive space.,"['MEMORY', 'HARD_DISC']",positive
1671,It's super fast and a great value for the price!,"['GENERAL', 'OPERATION_PERFORMANCE', 'PRICE']",mixed
1672,I would definitely recommend checking out this laptop if you are in the market for one.,['GENERAL'],positive
1673,"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",[],na
1674,Bought this gateway M-50 or 150 early 2007.,[],na
1675,"A MONTH LATER, we reinstall the OS (Vista).",['OS'],negative
1676,"A coupla months later, they change my hard drive.",['HARD_DISC'],negative
1677,"A month or so ago, the freaking motherboard just died.",['MOTHERBOARD'],negative
1678,Went silently.,['MOTHERBOARD'],negative
1679,"One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.",['OPERATION_PERFORMANCE'],negative
1680,THE MOTHERBOARD IS DEAD !,['MOTHERBOARD'],negative
1681,"And I'm still paying the bloody financing, for a product which didn't last me at least three years !",['QUALITY'],negative
1682,"I initially purchased my Macbook Pro 13"" in April, and I loved it.",['GENERAL'],positive
1683,I had never owned a Mac before;,[],na
1684,I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,[],na
1685,I was so happy with my new Mac.,['GENERAL'],negative
1686,for 2 months.,[],na
1687,Then the hard drive failed;,['HARD_DISC'],negative
1688,"my information was all lost (my fault, I know, but I never thought I would need to back up my information on a brand new Mac, the paragon of all computers!",['MISCELLANEOUS'],negative
1689,"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",['OPERATION_PERFORMANCE'],negative
1690,I can't even turn it off.,['OPERATION_PERFORMANCE'],negative
1691,It's catatonic.,['OPERATION_PERFORMANCE'],negative
1692,"Even if Apple replaces whatever needs replacing I wonder if, since I seem to be doubling the amount of time I get out of it each time it's ""like new,"" I might have 8 months next time.",['QUALITY'],negative
1693,"Oh, boy!",[],na
1694,"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.","['QUALITY', 'GENERAL']",negative
1695,I'm going back to PC.,[],na
1696,At least those computers didn't just die on me like this one.,[],na
1697,"Great battery, speed, display.","['BATTERY', 'OPERATION_PERFORMANCE', 'DISPLAY']",positive
1698,It WORKS!,['OPERATION_PERFORMANCE'],positive
1699,I always swore by PCs and would never consider a MAC.,[],na
1700,"As it turns out, I just didn't know any better.",[],na
1701,My house is now 100% Macbook.,"['GENERAL', 'COMPANY']",positive
1702,"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.","['DISPLAY', 'OPERATION_PERFORMANCE', 'DESIGN_FEATURES']",positive
1703,THIS is what a laptop is supposed to be.,['GENERAL'],positive
1704,I thought the price was great for the specs.,"['PRICE', 'DESIGN_FEATURES']",positive
1705,"But after using it a couple of weeks, the overall operation is poor.",['OPERATION_PERFORMANCE'],negative
1706,I hate the display screen and I have done everything I could do the change it.,['DISPLAY'],negative
1707,The keyboard is too slick.,['KEYBOARD'],negative
1708,"I really don't like it, but I am stuck.",['GENERAL'],negative
1709,Dell Latitude d620 is not a reliable machine.,['QUALITY'],negative
1710,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.","['BATTERY', 'BATTERY']",negative
1711,Later it held zero charge and its replacement worked for less than three months.,"['BATTERY', 'BATTERY']",negative
1712,The machine is slow to boot up and occasionally crashes completely.,['OPERATION_PERFORMANCE'],negative
1713,This is the first Apple product that I have purchased.,[],na
1714,VERY disappointing:,['GENERAL'],negative
1715,I was not aware that this product cannot display websites that contain Flash.,['DESIGN_FEATURES'],negative
1716,About 1/2 of the sites I need to visit because of my work contain some type of Flash.,[],na
1717,"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",['CONNECTIVITY'],negative
1718,One of the primary reasons why I purchased an IPad was to store photographs so that I could show to my customers.,[],na
1719,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",['CONNECTIVITY'],negative
1720,"I go to purchase it on line, and I find out that the device will not be available until almost two months later!",[],na
1721,I now realize that my $900 would have been better spent on a Windows laptop.,[],na
1722,"HP Pavilion DV9000 Notebook PC      When I first got this computer, it really rocked.",['GENERAL'],positive
1723,But as time went on I found it almost impossible to keep the thing on-line through wi-fi.,['CONNECTIVITY'],negative
1724,Eventually the screen went blank and the computer would not turn on.,"['DISPLAY', 'OPERATION_PERFORMANCE']",negative
1725,HP said it was out of warranty.,[],na
1726,Guess I'll stay away from HP.,['COMPANY'],negative
1727,My MacBook is probably the best investment I have ever made.,['GENERAL'],positive
1728,I have had it for almost four years now and I have only had a few problems with it.,['QUALITY'],positive
1729,"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.",['SOFTWARE'],negative
1730,"If you had PC for four years I can almost gaurentee that something would of gone wrong by now, maybe even forcing you to replace your entire computer.",[],na
1731,I love this computer.,['GENERAL'],positive
1732,"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.","['DISPLAY', 'DESIGN_FEATURES', 'PORTABILITY']",positive
1733,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",[],na
